time	V(n001)
5.678673460755226e-02	2.027251e+01
5.678673830490499e-02	2.027251e+01
5.678674105979623e-02	2.027251e+01
5.678674574623339e-02	2.027251e+01
5.678674753225726e-02	2.027251e+01
5.678675021715012e-02	2.027251e+01
5.678675303220893e-02	2.027251e+01
5.678675729247515e-02	2.027251e+01
5.678676388352577e-02	2.027251e+01
5.678676678218821e-02	2.027251e+01
5.678677006192164e-02	2.027251e+01
5.678677469664521e-02	2.027251e+01
5.678677963913499e-02	2.027251e+01
5.678678203175316e-02	2.027251e+01
5.678678460640045e-02	2.027251e+01
5.678678816244049e-02	2.027251e+01
5.678679129934486e-02	2.027251e+01
5.678679500491340e-02	2.027251e+01
5.678679770767597e-02	2.027251e+01
5.678680053603707e-02	2.027251e+01
5.678680424802150e-02	2.027251e+01
5.678680711120779e-02	2.027251e+01
5.678681205431933e-02	2.027251e+01
5.678681386024596e-02	2.027251e+01
5.678681669723952e-02	2.027251e+01
5.678681951623794e-02	2.027251e+01
5.678682251642243e-02	2.027251e+01
5.678682806719438e-02	2.027251e+01
5.678683076459985e-02	2.027251e+01
5.678683365365366e-02	2.027251e+01
5.678683738620663e-02	2.027251e+01
5.678684153011808e-02	2.027251e+01
5.678684464034361e-02	2.027251e+01
5.678684643230540e-02	2.027251e+01
5.678684912015859e-02	2.027251e+01
5.678685194254478e-02	2.027251e+01
5.678685624215755e-02	2.027251e+01
5.678686282582375e-02	2.027251e+01
5.678686566201963e-02	2.027251e+01
5.678686903384577e-02	2.027251e+01
5.678687363523297e-02	2.027251e+01
5.678687860842433e-02	2.027251e+01
5.678688101576853e-02	2.027251e+01
5.678688361813044e-02	2.027251e+01
5.678688720201961e-02	2.027251e+01
5.678689039897055e-02	2.027251e+01
5.678689432773386e-02	2.027251e+01
5.678689711852061e-02	2.027251e+01
5.678690003531418e-02	2.027251e+01
5.678690390053916e-02	2.027251e+01
5.678690770514640e-02	2.027251e+01
5.678691103086658e-02	2.027251e+01
5.678691289062737e-02	2.027251e+01
5.678691571706519e-02	2.027251e+01
5.678691860371496e-02	2.027251e+01
5.678692131436693e-02	2.027251e+01
5.678692673151221e-02	2.027251e+01
5.678692940885641e-02	2.027251e+01
5.678693225663252e-02	2.027251e+01
5.678693594639443e-02	2.027251e+01
5.678693881024805e-02	2.027251e+01
5.678694354799833e-02	2.027251e+01
5.678694535062891e-02	2.027251e+01
5.678694804868381e-02	2.027251e+01
5.678695088039163e-02	2.027251e+01
5.678695464670307e-02	2.027251e+01
5.678696088425594e-02	2.027251e+01
5.678696374406859e-02	2.027251e+01
5.678696684582028e-02	2.027251e+01
5.678697098468595e-02	2.027251e+01
5.678697735444590e-02	2.027251e+01
5.678697978565291e-02	2.027251e+01
5.678698239824995e-02	2.027251e+01
5.678698600533904e-02	2.027251e+01
5.678698927211779e-02	2.027251e+01
5.678699339072586e-02	2.027251e+01
5.678699626186310e-02	2.027251e+01
5.678699924083559e-02	2.027251e+01
5.678700327077132e-02	2.027251e+01
5.678700984089952e-02	2.027251e+01
5.678701200699407e-02	2.027251e+01
5.678701461222953e-02	2.027251e+01
5.678701786998065e-02	2.027251e+01
5.678702019155668e-02	2.027251e+01
5.678702569796435e-02	2.027251e+01
5.678702842917685e-02	2.027251e+01
5.678703132613727e-02	2.027251e+01
5.678703510139878e-02	2.027251e+01
5.678703914835030e-02	2.027251e+01
5.678704226569765e-02	2.027251e+01
5.678704406403029e-02	2.027251e+01
5.678704675963818e-02	2.027251e+01
5.678704958993696e-02	2.027251e+01
5.678705334580316e-02	2.027251e+01
5.678705959052917e-02	2.027251e+01
5.678706245305755e-02	2.027251e+01
5.678706555631333e-02	2.027251e+01
5.678706969838141e-02	2.027251e+01
5.678707606322336e-02	2.027251e+01
5.678707849133178e-02	2.027251e+01
5.678708110041150e-02	2.027251e+01
5.678708470448089e-02	2.027251e+01
5.678708797749755e-02	2.027251e+01
5.678709209531690e-02	2.027251e+01
5.678709496118113e-02	2.027251e+01
5.678709794737914e-02	2.027251e+01
5.678710197061334e-02	2.027251e+01
5.678710855594359e-02	2.027251e+01
5.678711070771598e-02	2.027251e+01
5.678711332051030e-02	2.027251e+01
5.678711656187112e-02	2.027251e+01
5.678711887947139e-02	2.027251e+01
5.678712438468932e-02	2.027251e+01
5.678712711553310e-02	2.027251e+01
5.678713001162809e-02	2.027251e+01
5.678713378394857e-02	2.027251e+01
5.678713785236791e-02	2.027251e+01
5.678714095608878e-02	2.027251e+01
5.678714274534991e-02	2.027251e+01
5.678714543307415e-02	2.027251e+01
5.678714825516757e-02	2.027251e+01
5.678715208972248e-02	2.027251e+01
5.678715841947401e-02	2.027251e+01
5.678716130478952e-02	2.027251e+01
5.678716443111430e-02	2.027251e+01
5.678716864942449e-02	2.027251e+01
5.678717502486839e-02	2.027251e+01
5.678717752945125e-02	2.027251e+01
5.678718018645602e-02	2.027251e+01
5.678718390882734e-02	2.027251e+01
5.678719148807220e-02	2.027251e+01
5.678719408616714e-02	2.027251e+01
5.678719756091710e-02	2.027251e+01
5.678720142027132e-02	2.027251e+01
5.678720775398218e-02	2.027251e+01
5.678721019875543e-02	2.027251e+01
5.678721280921794e-02	2.027251e+01
5.678721643552766e-02	2.027251e+01
5.678721976131736e-02	2.027251e+01
5.678722384632556e-02	2.027251e+01
5.678722663808082e-02	2.027251e+01
5.678722971973306e-02	2.027251e+01
5.678723367711222e-02	2.027251e+01
5.678724021846018e-02	2.027251e+01
5.678724239076276e-02	2.027251e+01
5.678724498854756e-02	2.027251e+01
5.678724825592257e-02	2.027251e+01
5.678725217200402e-02	2.027251e+01
5.678725604687628e-02	2.027251e+01
5.678725878532973e-02	2.027251e+01
5.678726168745476e-02	2.027251e+01
5.678726546974316e-02	2.027251e+01
5.678726951474881e-02	2.027251e+01
5.678727261186931e-02	2.027251e+01
5.678727439721877e-02	2.027251e+01
5.678727708244017e-02	2.027251e+01
5.678727990185437e-02	2.027251e+01
5.678728371940164e-02	2.027251e+01
5.678729024647935e-02	2.027251e+01
5.678729327493019e-02	2.027251e+01
5.678729635184856e-02	2.027251e+01
5.678730090135635e-02	2.027251e+01
5.678730607484608e-02	2.027251e+01
5.678730799987736e-02	2.027251e+01
5.678731076196265e-02	2.027251e+01
5.678731373050775e-02	2.027251e+01
5.678731626929561e-02	2.027251e+01
5.678732170964962e-02	2.027251e+01
5.678732440374967e-02	2.027251e+01
5.678732726508192e-02	2.027251e+01
5.678733097284158e-02	2.027251e+01
5.678733538234305e-02	2.027251e+01
5.678733843563897e-02	2.027251e+01
5.678734019486773e-02	2.027251e+01
5.678734285834608e-02	2.027251e+01
5.678734565169240e-02	2.027251e+01
5.678734985994281e-02	2.027251e+01
5.678735646486621e-02	2.027251e+01
5.678735937247131e-02	2.027251e+01
5.678736263927045e-02	2.027251e+01
5.678736722066544e-02	2.027251e+01
5.678737211994530e-02	2.027251e+01
5.678737437611554e-02	2.027251e+01
5.678737692489311e-02	2.027251e+01
5.678738030632365e-02	2.027251e+01
5.678738403328106e-02	2.027251e+01
5.678738792715154e-02	2.027251e+01
5.678739067913716e-02	2.027251e+01
5.678739358699594e-02	2.027251e+01
5.678739738658518e-02	2.027251e+01
5.678740139358811e-02	2.027251e+01
5.678740448997954e-02	2.027251e+01
5.678740627553249e-02	2.027251e+01
5.678740896194549e-02	2.027251e+01
5.678741178268752e-02	2.027251e+01
5.678741552546277e-02	2.027251e+01
5.678742181863437e-02	2.027251e+01
5.678742469691243e-02	2.027251e+01
5.678742781165853e-02	2.027251e+01
5.678743198392842e-02	2.027251e+01
5.678743833422859e-02	2.027251e+01
5.678744077334590e-02	2.027251e+01
5.678744338306473e-02	2.027251e+01
5.678744700780499e-02	2.027251e+01
5.678745036452465e-02	2.027251e+01
5.678745443871436e-02	2.027251e+01
5.678745719168164e-02	2.027251e+01
5.678746032985677e-02	2.027251e+01
5.678746424936616e-02	2.027251e+01
5.678747079306316e-02	2.027251e+01
5.678747295273730e-02	2.027251e+01
5.678747555496455e-02	2.027251e+01
5.678747880930168e-02	2.027251e+01
5.678748269065992e-02	2.027251e+01
5.678748657298222e-02	2.027251e+01
5.678748931484749e-02	2.027251e+01
5.678749221857089e-02	2.027251e+01
5.678749600111825e-02	2.027251e+01
5.678750006995744e-02	2.027251e+01
5.678750314074217e-02	2.027251e+01
5.678750490819370e-02	2.027251e+01
5.678750757886188e-02	2.027251e+01
5.678751038260620e-02	2.027251e+01
5.678751465570806e-02	2.027251e+01
5.678752127606068e-02	2.027251e+01
5.678752410200070e-02	2.027251e+01
5.678752751009483e-02	2.027251e+01
5.678753209340358e-02	2.027251e+01
5.678753699244334e-02	2.027251e+01
5.678753936932351e-02	2.027251e+01
5.678754192199869e-02	2.027251e+01
5.678754546812651e-02	2.027251e+01
5.678754864063567e-02	2.027251e+01
5.678755247466795e-02	2.027251e+01
5.678755522775261e-02	2.027251e+01
5.678755810608899e-02	2.027251e+01
5.678756188631998e-02	2.027251e+01
5.678756604501926e-02	2.027251e+01
5.678756910328474e-02	2.027251e+01
5.678757086093951e-02	2.027251e+01
5.678757352201010e-02	2.027251e+01
5.678757631597411e-02	2.027251e+01
5.678758054467772e-02	2.027251e+01
5.678758714440851e-02	2.027251e+01
5.678758999947957e-02	2.027251e+01
5.678759334094636e-02	2.027251e+01
5.678759787602960e-02	2.027251e+01
5.678760277476313e-02	2.027251e+01
5.678760501514495e-02	2.027251e+01
5.678760756892724e-02	2.027251e+01
5.678761093375484e-02	2.027251e+01
5.678761463315166e-02	2.027251e+01
5.678761853481491e-02	2.027251e+01
5.678762129022909e-02	2.027251e+01
5.678762419977448e-02	2.027251e+01
5.678762799962681e-02	2.027251e+01
5.678763202981842e-02	2.027251e+01
5.678763509901978e-02	2.027251e+01
5.678763686622303e-02	2.027251e+01
5.678763953772296e-02	2.027251e+01
5.678764234232574e-02	2.027251e+01
5.678764663493863e-02	2.027251e+01
5.678765334693792e-02	2.027251e+01
5.678765621159049e-02	2.027251e+01
5.678765963601082e-02	2.027251e+01
5.678766361159269e-02	2.027251e+01
5.678766859621889e-02	2.027251e+01
5.678767061016388e-02	2.027251e+01
5.678767329092733e-02	2.027251e+01
5.678767637123987e-02	2.027251e+01
5.678767878148267e-02	2.027251e+01
5.678768430308895e-02	2.027251e+01
5.678768702924129e-02	2.027251e+01
5.678768992333200e-02	2.027251e+01
5.678769367730756e-02	2.027251e+01
5.678769786900176e-02	2.027251e+01
5.678770089786973e-02	2.027251e+01
5.678770263359052e-02	2.027251e+01
5.678770527788622e-02	2.027251e+01
5.678770805249540e-02	2.027251e+01
5.678771220270656e-02	2.027251e+01
5.678771882663959e-02	2.027251e+01
5.678772177509343e-02	2.027251e+01
5.678772498803034e-02	2.027251e+01
5.678772955721977e-02	2.027251e+01
5.678773458701111e-02	2.027251e+01
5.678773668219832e-02	2.027251e+01
5.678773932063922e-02	2.027251e+01
5.678774250510666e-02	2.027251e+01
5.678774636490806e-02	2.027251e+01
5.678775022071748e-02	2.027251e+01
5.678775295277566e-02	2.027251e+01
5.678775584385671e-02	2.027251e+01
5.678775960221602e-02	2.027251e+01
5.678776380191745e-02	2.027251e+01
5.678776855522275e-02	2.027251e+01
5.678777119643116e-02	2.027251e+01
5.678777396722641e-02	2.027251e+01
5.678777810710855e-02	2.027251e+01
5.678778473499280e-02	2.027251e+01
5.678778769099620e-02	2.027251e+01
5.678779089447321e-02	2.027251e+01
5.678779546207764e-02	2.027251e+01
5.678780051416114e-02	2.027251e+01
5.678780258318736e-02	2.027251e+01
5.678780523749757e-02	2.027251e+01
5.678780839017229e-02	2.027251e+01
5.678781226915823e-02	2.027251e+01
5.678781611887367e-02	2.027251e+01
5.678781884784182e-02	2.027251e+01
5.678782173607477e-02	2.027251e+01
5.678782548793004e-02	2.027251e+01
5.678782972242299e-02	2.027251e+01
5.678783444415098e-02	2.027251e+01
5.678783707717214e-02	2.027251e+01
5.678783983692522e-02	2.027251e+01
5.678784393674566e-02	2.027251e+01
5.678785058589352e-02	2.027251e+01
5.678785359279992e-02	2.027251e+01
5.678785673542141e-02	2.027251e+01
5.678786132954260e-02	2.027251e+01
5.678786643157670e-02	2.027251e+01
5.678786844910320e-02	2.027251e+01
5.678787113741236e-02	2.027251e+01
5.678787422680941e-02	2.027251e+01
5.678787815483791e-02	2.027251e+01
5.678788198772960e-02	2.027251e+01
5.678788470865499e-02	2.027251e+01
5.678788758953841e-02	2.027251e+01
5.678789132690298e-02	2.027251e+01
5.678789563324579e-02	2.027251e+01
5.678790030356141e-02	2.027251e+01
5.678790292426127e-02	2.027251e+01
5.678790566618009e-02	2.027251e+01
5.678790970224975e-02	2.027251e+01
5.678791607306220e-02	2.027251e+01
5.678791893558504e-02	2.027251e+01
5.678792206353193e-02	2.027251e+01
5.678792619917414e-02	2.027251e+01
5.678792744105098e-02	2.027251e+01
5.678792868292783e-02	2.027251e+01
5.678792992480468e-02	2.027251e+01
5.678793116668152e-02	2.027251e+01
5.678793240855837e-02	2.027251e+01
5.678793365043522e-02	2.027251e+01
5.678793489231206e-02	2.027251e+01
5.678793744824329e-02	2.027251e+01
5.678794100435324e-02	2.027251e+01
5.678794427273067e-02	2.027251e+01
5.678794843753083e-02	2.027251e+01
5.678795135178882e-02	2.027251e+01
5.678795429297202e-02	2.027251e+01
5.678795833975303e-02	2.027251e+01
5.678796512788226e-02	2.027251e+01
5.678796712405773e-02	2.027251e+01
5.678796983150227e-02	2.027251e+01
5.678797289282308e-02	2.027251e+01
5.678797683312484e-02	2.027251e+01
5.678798066673132e-02	2.027251e+01
5.678798338725945e-02	2.027251e+01
5.678798626790122e-02	2.027251e+01
5.678799000269148e-02	2.027251e+01
5.678799433166985e-02	2.027251e+01
5.678799899603232e-02	2.027251e+01
5.678800161169323e-02	2.027251e+01
5.678800434972124e-02	2.027251e+01
5.678800837529904e-02	2.027251e+01
5.678801474188986e-02	2.027251e+01
5.678801760254039e-02	2.027251e+01
5.678802072850608e-02	2.027251e+01
5.678802485410963e-02	2.027251e+01
5.678802609193143e-02	2.027251e+01
5.678802732975324e-02	2.027251e+01
5.678802856757505e-02	2.027251e+01
5.678802980539686e-02	2.027251e+01
5.678803104321866e-02	2.027251e+01
5.678803228104047e-02	2.027251e+01
5.678803351886227e-02	2.027251e+01
5.678803605495370e-02	2.027251e+01
5.678803959282053e-02	2.027251e+01
5.678804282027568e-02	2.027251e+01
5.678804677677064e-02	2.027251e+01
5.678804957329352e-02	2.027251e+01
5.678805249606519e-02	2.027251e+01
5.678805634607333e-02	2.027251e+01
5.678806028687744e-02	2.027251e+01
5.678806334871880e-02	2.027251e+01
5.678806511289614e-02	2.027251e+01
5.678806778452962e-02	2.027251e+01
5.678807058967003e-02	2.027251e+01
5.678807426875620e-02	2.027251e+01
5.678808077001673e-02	2.027251e+01
5.678808378143093e-02	2.027251e+01
5.678808686666013e-02	2.027251e+01
5.678809131180047e-02	2.027251e+01
5.678809782700792e-02	2.027251e+01
5.678810042419144e-02	2.027251e+01
5.678810315891485e-02	2.027251e+01
5.678810714846580e-02	2.027251e+01
5.678811344913442e-02	2.027251e+01
5.678811628697148e-02	2.027251e+01
5.678811939254398e-02	2.027251e+01
5.678812344933939e-02	2.027251e+01
5.678812468297813e-02	2.027251e+01
5.678812591661687e-02	2.027251e+01
5.678812715025561e-02	2.027251e+01
5.678812838389434e-02	2.027251e+01
5.678812961753308e-02	2.027251e+01
5.678813085117182e-02	2.027251e+01
5.678813208481056e-02	2.027251e+01
5.678813463279042e-02	2.027251e+01
5.678813800561951e-02	2.027251e+01
5.678814157763144e-02	2.027251e+01
5.678814550692433e-02	2.027251e+01
5.678814827661276e-02	2.027251e+01
5.678815119310114e-02	2.027251e+01
5.678815500311157e-02	2.027251e+01
5.678815905835868e-02	2.027251e+01
5.678816380117053e-02	2.027251e+01
5.678816644349158e-02	2.027251e+01
5.678816921490302e-02	2.027251e+01
5.678817340104651e-02	2.027251e+01
5.678818001265922e-02	2.027251e+01
5.678818286287583e-02	2.027251e+01
5.678818621073770e-02	2.027251e+01
5.678819068586838e-02	2.027251e+01
5.678819573417337e-02	2.027251e+01
5.678819778192973e-02	2.027251e+01
5.678820044277093e-02	2.027251e+01
5.678820357395432e-02	2.027251e+01
5.678820739655991e-02	2.027251e+01
5.678821126330910e-02	2.027251e+01
5.678821399963412e-02	2.027251e+01
5.678821689247713e-02	2.027251e+01
5.678822064726189e-02	2.027251e+01
5.678822491634046e-02	2.027251e+01
5.678822955656716e-02	2.027251e+01
5.678823216585605e-02	2.027251e+01
5.678823489583314e-02	2.027251e+01
5.678823891126026e-02	2.027251e+01
5.678824530362123e-02	2.027251e+01
5.678824817222712e-02	2.027251e+01
5.678825130396734e-02	2.027251e+01
5.678825544210010e-02	2.027251e+01
5.678825667768728e-02	2.027251e+01
5.678825791327446e-02	2.027251e+01
5.678825914886165e-02	2.027251e+01
5.678826038444882e-02	2.027251e+01
5.678826162003600e-02	2.027251e+01
5.678826285562318e-02	2.027251e+01
5.678826409121036e-02	2.027251e+01
5.678826662295380e-02	2.027251e+01
5.678827015901518e-02	2.027251e+01
5.678827341965920e-02	2.027251e+01
5.678827761085449e-02	2.027251e+01
5.678828055452968e-02	2.027251e+01
5.678828346888341e-02	2.027251e+01
5.678828753441068e-02	2.027251e+01
5.678829440528381e-02	2.027251e+01
5.678829634439209e-02	2.027251e+01
5.678829909109095e-02	2.027251e+01
5.678830208639560e-02	2.027251e+01
5.678830600498917e-02	2.027251e+01
5.678830982817123e-02	2.027251e+01
5.678831254499008e-02	2.027251e+01
5.678831541913811e-02	2.027251e+01
5.678831914004252e-02	2.027251e+01
5.678832364171456e-02	2.027251e+01
5.678832832352643e-02	2.027251e+01
5.678833094492548e-02	2.027251e+01
5.678833369154576e-02	2.027251e+01
5.678833778281272e-02	2.027251e+01
5.678834442589476e-02	2.027251e+01
5.678834739004714e-02	2.027251e+01
5.678835058395940e-02	2.027251e+01
5.678835510571917e-02	2.027251e+01
5.678836030068499e-02	2.027251e+01
5.678836220279475e-02	2.027251e+01
5.678836496628612e-02	2.027251e+01
5.678836791856054e-02	2.027251e+01
5.678837188471506e-02	2.027251e+01
5.678837570356549e-02	2.027251e+01
5.678837841689562e-02	2.027251e+01
5.678838128885642e-02	2.027251e+01
5.678838500341376e-02	2.027251e+01
5.678838956158142e-02	2.027251e+01
5.678839426308201e-02	2.027251e+01
5.678839688938859e-02	2.027251e+01
5.678839964336860e-02	2.027251e+01
5.678840377141712e-02	2.027251e+01
5.678841039744770e-02	2.027251e+01
5.678841330103138e-02	2.027251e+01
5.678841657277332e-02	2.027251e+01
5.678842105226595e-02	2.027251e+01
5.678842621617360e-02	2.027251e+01
5.678842814245578e-02	2.027251e+01
5.678843088554939e-02	2.027251e+01
5.678843386847844e-02	2.027251e+01
5.678843779210693e-02	2.027251e+01
5.678844162555716e-02	2.027251e+01
5.678844434548409e-02	2.027251e+01
5.678844722327052e-02	2.027251e+01
5.678845094675391e-02	2.027251e+01
5.678845544633931e-02	2.027251e+01
5.678846009919889e-02	2.027251e+01
5.678846271193951e-02	2.027251e+01
5.678846544777227e-02	2.027251e+01
5.678846950706010e-02	2.027251e+01
5.678847616570112e-02	2.027251e+01
5.678847916205392e-02	2.027251e+01
5.678848231792472e-02	2.027251e+01
5.678848684929196e-02	2.027251e+01
5.678849209484409e-02	2.027251e+01
5.678849394348898e-02	2.027251e+01
5.678849674792193e-02	2.027251e+01
5.678849963577296e-02	2.027251e+01
5.678850363601794e-02	2.027251e+01
5.678850744090232e-02	2.027251e+01
5.678851014776747e-02	2.027251e+01
5.678851301283463e-02	2.027251e+01
5.678851671443572e-02	2.027251e+01
5.678852140570920e-02	2.027251e+01
5.678852616145182e-02	2.027251e+01
5.678852880224234e-02	2.027251e+01
5.678853157655425e-02	2.027251e+01
5.678853580964330e-02	2.027251e+01
5.678854258452602e-02	2.027251e+01
5.678854546874844e-02	2.027251e+01
5.678854889841286e-02	2.027251e+01
5.678855294717312e-02	2.027251e+01
5.678855799060856e-02	2.027251e+01
5.678855994868396e-02	2.027251e+01
5.678856265759877e-02	2.027251e+01
5.678856568027562e-02	2.027251e+01
5.678856958877400e-02	2.027251e+01
5.678857346561619e-02	2.027251e+01
5.678857620146378e-02	2.027251e+01
5.678857909677267e-02	2.027251e+01
5.678858284447345e-02	2.027251e+01
5.678858717841918e-02	2.027251e+01
5.678859181081446e-02	2.027251e+01
5.678859440297505e-02	2.027251e+01
5.678859712218407e-02	2.027251e+01
5.678860111202263e-02	2.027251e+01
5.678860752899069e-02	2.027251e+01
5.678861040489404e-02	2.027251e+01
5.678861354096028e-02	2.027251e+01
5.678861768287611e-02	2.027251e+01
5.678861891120233e-02	2.027251e+01
5.678862013952855e-02	2.027251e+01
5.678862136785478e-02	2.027251e+01
5.678862259618100e-02	2.027251e+01
5.678862382450723e-02	2.027251e+01
5.678862505283345e-02	2.027251e+01
5.678862628115967e-02	2.027251e+01
5.678862878518975e-02	2.027251e+01
5.678863230003947e-02	2.027251e+01
5.678863554453988e-02	2.027251e+01
5.678863953097849e-02	2.027251e+01
5.678864233656519e-02	2.027251e+01
5.678864526779343e-02	2.027251e+01
5.678864912071194e-02	2.027251e+01
5.678865310660591e-02	2.027251e+01
5.678865783498996e-02	2.027251e+01
5.678866047069352e-02	2.027251e+01
5.678866323788032e-02	2.027251e+01
5.678866745362493e-02	2.027251e+01
5.678867421037719e-02	2.027251e+01
5.678867708575564e-02	2.027251e+01
5.678868051043579e-02	2.027251e+01
5.678868471077460e-02	2.027251e+01
5.678868972964652e-02	2.027251e+01
5.678869174231830e-02	2.027251e+01
5.678869441414243e-02	2.027251e+01
5.678869750712530e-02	2.027251e+01
5.678870128813255e-02	2.027251e+01
5.678870518253999e-02	2.027251e+01
5.678870792942738e-02	2.027251e+01
5.678871083056311e-02	2.027251e+01
5.678871459162293e-02	2.027251e+01
5.678871889082058e-02	2.027251e+01
5.678872350437567e-02	2.027251e+01
5.678872609258009e-02	2.027251e+01
5.678872880577471e-02	2.027251e+01
5.678873278674586e-02	2.027251e+01
5.678873920970903e-02	2.027251e+01
5.678874208709889e-02	2.027251e+01
5.678874522386714e-02	2.027251e+01
5.678874936375464e-02	2.027251e+01
5.678875058941550e-02	2.027251e+01
5.678875181507636e-02	2.027251e+01
5.678875304073722e-02	2.027251e+01
5.678875426639808e-02	2.027251e+01
5.678875549205894e-02	2.027251e+01
5.678875671771980e-02	2.027251e+01
5.678875794338065e-02	2.027251e+01
5.678876044003001e-02	2.027251e+01
5.678876393731197e-02	2.027251e+01
5.678876718031185e-02	2.027251e+01
5.678877113818374e-02	2.027251e+01
5.678877393180515e-02	2.027251e+01
5.678877685227032e-02	2.027251e+01
5.678878067982717e-02	2.027251e+01
5.678878476702059e-02	2.027251e+01
5.678878943315918e-02	2.027251e+01
5.678879204513584e-02	2.027251e+01
5.678879478510912e-02	2.027251e+01
5.678879888808883e-02	2.027251e+01
5.678880552030925e-02	2.027251e+01
5.678880841381895e-02	2.027251e+01
5.678881169915028e-02	2.027251e+01
5.678881613615384e-02	2.027251e+01
5.678882138991291e-02	2.027251e+01
5.678882321455395e-02	2.027251e+01
5.678882603126607e-02	2.027251e+01
5.678882889313915e-02	2.027251e+01
5.678883285098787e-02	2.027251e+01
5.678883666834605e-02	2.027251e+01
5.678883938036271e-02	2.027251e+01
5.678884224879896e-02	2.027251e+01
5.678884595117967e-02	2.027251e+01
5.678885070084713e-02	2.027251e+01
5.678885542464725e-02	2.027251e+01
5.678885805453538e-02	2.027251e+01
5.678886081748129e-02	2.027251e+01
5.678886503175460e-02	2.027251e+01
5.678887184105402e-02	2.027251e+01
5.678887473708483e-02	2.027251e+01
5.678887817086697e-02	2.027251e+01
5.678888219900601e-02	2.027251e+01
5.678888727628552e-02	2.027251e+01
5.678888919256606e-02	2.027251e+01
5.678889192679609e-02	2.027251e+01
5.678889490175431e-02	2.027251e+01
5.678889878061046e-02	2.027251e+01
5.678890265938007e-02	2.027251e+01
5.678890539617214e-02	2.027251e+01
5.678890829016239e-02	2.027251e+01
5.678891203130899e-02	2.027251e+01
5.678891646791755e-02	2.027251e+01
5.678892108024360e-02	2.027251e+01
5.678892366432872e-02	2.027251e+01
5.678892637559292e-02	2.027251e+01
5.678893036312196e-02	2.027251e+01
5.678893705426348e-02	2.027251e+01
5.678894010045663e-02	2.027251e+01
5.678894320202302e-02	2.027251e+01
5.678894772844489e-02	2.027251e+01
5.678895267029759e-02	2.027251e+01
5.678895440114436e-02	2.027251e+01
5.678895702917972e-02	2.027251e+01
5.678895980990749e-02	2.027251e+01
5.678896352791182e-02	2.027251e+01
5.678897004244644e-02	2.027251e+01
5.678897297911326e-02	2.027251e+01
5.678897616112934e-02	2.027251e+01
5.678898050252214e-02	2.027251e+01
5.678898176486002e-02	2.027251e+01
5.678898302719790e-02	2.027251e+01
5.678898428953578e-02	2.027251e+01
5.678898555187366e-02	2.027251e+01
5.678898681421155e-02	2.027251e+01
5.678898807654943e-02	2.027251e+01
5.678898933888731e-02	2.027251e+01
5.678899197467486e-02	2.027251e+01
5.678899574357751e-02	2.027251e+01
5.678900145662549e-02	2.027251e+01
5.678900412350942e-02	2.027251e+01
5.678900702207801e-02	2.027251e+01
5.678901067442696e-02	2.027251e+01
5.678901549027372e-02	2.027251e+01
5.678902016060371e-02	2.027251e+01
5.678902277266763e-02	2.027251e+01
5.678902551441942e-02	2.027251e+01
5.678902964843560e-02	2.027251e+01
5.678903627472442e-02	2.027251e+01
5.678903909692239e-02	2.027251e+01
5.678904248555870e-02	2.027251e+01
5.678904686410592e-02	2.027251e+01
5.678905210341035e-02	2.027251e+01
5.678905392979190e-02	2.027251e+01
5.678905673946937e-02	2.027251e+01
5.678905960592468e-02	2.027251e+01
5.678906350972662e-02	2.027251e+01
5.678906734312685e-02	2.027251e+01
5.678907006228497e-02	2.027251e+01
5.678907293615022e-02	2.027251e+01
5.678907664432720e-02	2.027251e+01
5.678908139193950e-02	2.027251e+01
5.678908606587053e-02	2.027251e+01
5.678908868043250e-02	2.027251e+01
5.678909142485548e-02	2.027251e+01
5.678909557941719e-02	2.027251e+01
5.678910227422252e-02	2.027251e+01
5.678910511955949e-02	2.027251e+01
5.678910852908108e-02	2.027251e+01
5.678911303514913e-02	2.027251e+01
5.678911809267864e-02	2.027251e+01
5.678912012361016e-02	2.027251e+01
5.678912278286128e-02	2.027251e+01
5.678912590659843e-02	2.027251e+01
5.678912950532354e-02	2.027251e+01
5.678913340875285e-02	2.027251e+01
5.678913616533365e-02	2.027251e+01
5.678913906649206e-02	2.027251e+01
5.678914282976826e-02	2.027251e+01
5.678914719012444e-02	2.027251e+01
5.678915179848314e-02	2.027251e+01
5.678915436852544e-02	2.027251e+01
5.678915707093226e-02	2.027251e+01
5.678916103265134e-02	2.027251e+01
5.678916751924730e-02	2.027251e+01
5.678917041770339e-02	2.027251e+01
5.678917356882980e-02	2.027251e+01
5.678917774838631e-02	2.027251e+01
5.678917897204088e-02	2.027251e+01
5.678918019569545e-02	2.027251e+01
5.678918141935001e-02	2.027251e+01
5.678918264300457e-02	2.027251e+01
5.678918386665914e-02	2.027251e+01
5.678918509031371e-02	2.027251e+01
5.678918631396827e-02	2.027251e+01
5.678918881090160e-02	2.027251e+01
5.678919232756495e-02	2.027251e+01
5.678919567861519e-02	2.027251e+01
5.678919983896869e-02	2.027251e+01
5.678920269055620e-02	2.027251e+01
5.678920571860897e-02	2.027251e+01
5.678920968280315e-02	2.027251e+01
5.678921094561545e-02	2.027251e+01
5.678921220842774e-02	2.027251e+01
5.678921347124003e-02	2.027251e+01
5.678921473405232e-02	2.027251e+01
5.678921599686462e-02	2.027251e+01
5.678921725967691e-02	2.027251e+01
5.678921852248920e-02	2.027251e+01
